172,Opp,US,AL,city,municipality,"Opp, AL",#N/A
173,Red Level,US,AL,town,municipality,"Red Level, AL",#N/A
174,River Falls,US,AL,town,municipality,"River Falls, AL",#N/A
175,Babbie,US,AL,city,municipality,"Babbie, AL",#N/A
176,Carolina,US,AL,town,municipality,"Carolina, AL",#N/A
177,Gantt,US,AL,town,municipality,"Gantt, AL",#N/A
178,Horn Hill,US,AL,town,municipality,"Horn Hill, AL",#N/A
179,Libertyville,US,AL,town,municipality,"Libertyville, AL",#N/A
180,Onycha,US,AL,town,municipality,"Onycha, AL",#N/A
181,Sanford,US,AL,town,municipality,"Sanford, AL",#N/A
182,Brantley,US,AL,town,municipality,"Brantley, AL",#N/A
183,Dozier,US,AL,town,municipality,"Dozier, AL",#N/A
184,Glenwood,US,AL,town,municipality,"Glenwood, AL",#N/A
185,Luverne,US,AL,city,municipality,"Luverne, AL",#N/A
186,Petrey,US,AL,town,municipality,"Petrey, AL",#N/A
187,Rutledge,US,AL,town,municipality,"Rutledge, AL",#N/A
188,Cullman,US,AL,city,municipality,"Cullman, AL",cullmancity.org/
189,Garden City,US,AL,town,municipality,"Garden City, AL",#N/A
190,Hanceville,US,AL,city,municipality,"Hanceville, AL",cityofhanceville.net/
191,Holly Pond,US,AL,town,municipality,"Holly Pond, AL",#N/A
192,Dodge City,US,AL,town,municipality,"Dodge City, AL",#N/A
193,South Vinemont,US,AL,town,municipality,"South Vinemont, AL",#N/A
194,West Point,US,AL,town,municipality,"West Point, AL",#N/A
195,Colony,US,AL,town,municipality,"Colony, AL",#N/A
196,Fairview,US,AL,town,municipality,"Fairview, AL",#N/A
197,Good Hope,US,AL,town,municipality,"Good Hope, AL",goodhopeal.com/
198,Baileyton,US,AL,town,municipality,"Baileyton, AL",#N/A
199,Ariton,US,AL,town,municipality,"Ariton, AL",#N/A
200,Midland City,US,AL,town,municipality,"Midland City, AL",#N/A
201,Newton,US,AL,town,municipality,"Newton, AL",#N/A
202,Ozark,US,AL,city,municipality,"Ozark, AL",ozarkalabama.us/ozark/
203,Pinckard,US,AL,town,municipality,"Pinckard, AL",#N/A
204,Daleville,US,AL,city,municipality,"Daleville, AL",dalevilleal.com/
205,Level Plains,US,AL,town,municipality,"Level Plains, AL",#N/A
206,Grimes,US,AL,town,municipality,"Grimes, AL",#N/A
207,Napier Field,US,AL,town,municipality,"Napier Field, AL",#N/A
208,Clayhatchee,US,AL,town,municipality,"Clayhatchee, AL",#N/A
209,Orrville,US,AL,town,municipality,"Orrville, AL",#N/A
210,Selma,US,AL,city,municipality,"Selma, AL",SELMA-AL.GOV
211,Valley Grande,US,AL,city,municipality,"Valley Grande, AL",#N/A
212,Collinsville,US,AL,town,municipality,"Collinsville, AL",collinsvillealabama.net/
213,Crossville,US,AL,town,municipality,"Crossville, AL",crossvillealabama.com
214,Fort Payne,US,AL,city,municipality,"Fort Payne, AL",fortpayne.org/
215,Fyffe,US,AL,town,municipality,"Fyffe, AL",fyffecitylimits.com/
216,Hammondville,US,AL,town,municipality,"Hammondville, AL",#N/A
217,Mentone,US,AL,town,municipality,"Mentone, AL",MENTONEALABAMA.GOV
218,Rainsville,US,AL,city,municipality,"Rainsville, AL",#N/A
219,Valley Head,US,AL,town,municipality,"Valley Head, AL",#N/A
220,Geraldine,US,AL,town,municipality,"Geraldine, AL",#N/A
221,Pine Ridge,US,AL,town,municipality,"Pine Ridge, AL",#N/A
222,Henagar,US,AL,city,municipality,"Henagar, AL",#N/A
223,Lakeview,US,AL,town,municipality,"Lakeview, AL",#N/A
224,Sylvania,US,AL,town,municipality,"Sylvania, AL",sylvaniaalabama.com/
225,Powell,US,AL,town,municipality,"Powell, AL",#N/A
226,Shiloh,US,AL,town,municipality,"Shiloh, AL",#N/A
227,Ider,US,AL,town,municipality,"Ider, AL",#N/A
228,Eclectic,US,AL,town,municipality,"Eclectic, AL",townofeclectic.com
229,Tallassee,US,AL,city,municipality,"Tallassee, AL",#N/A
230,Wetumpka,US,AL,city,municipality,"Wetumpka, AL",cityofwetumpka.com/
231,Deatsville,US,AL,town,municipality,"Deatsville, AL",#N/A
232,Elmore,US,AL,town,municipality,"Elmore, AL",#N/A
233,Millbrook,US,AL,city,municipality,"Millbrook, AL",CITYOFMILLBROOK-AL.GOV
234,Coosada,US,AL,town,municipality,"Coosada, AL",townofcoosada.com/
235,Atmore,US,AL,city,municipality,"Atmore, AL",#N/A
236,Brewton,US,AL,city,municipality,"Brewton, AL",cityofbrewton.org/
237,East Brewton,US,AL,city,municipality,"East Brewton, AL",#N/A
238,Flomaton,US,AL,town,municipality,"Flomaton, AL",#N/A
239,Pollard,US,AL,town,municipality,"Pollard, AL",#N/A
240,Riverview,US,AL,town,municipality,"Riverview, AL",#N/A
241,Altoona,US,AL,town,municipality,"Altoona, AL",youraltoona.us
242,Attalla,US,AL,city,municipality,"Attalla, AL",cityofattalla.com/
243,Gadsden,US,AL,city,municipality,"Gadsden, AL",cityofgadsden.com/
244,Glencoe,US,AL,city,municipality,"Glencoe, AL",#N/A
245,Hokes Bluff,US,AL,city,municipality,"Hokes Bluff, AL",#N/A
246,Rainbow City,US,AL,city,municipality,"Rainbow City, AL",rbcalabama.com/
247,Reece City,US,AL,town,municipality,"Reece City, AL",#N/A
248,Walnut Grove,US,AL,town,municipality,"Walnut Grove, AL",#N/A
249,Southside,US,AL,city,municipality,"Southside, AL",#N/A
250,Sardis City,US,AL,town,municipality,"Sardis City, AL",sardiscity.org
251,Ridgeville,US,AL,town,municipality,"Ridgeville, AL",#N/A
252,Berry,US,AL,town,municipality,"Berry, AL",#N/A
253,Fayette,US,AL,city,municipality,"Fayette, AL",#N/A
254,Glen Allen,US,AL,town,municipality,"Glen Allen, AL",#N/A
255,Belk,US,AL,town,municipality,"Belk, AL",#N/A
256,Hodges,US,AL,town,municipality,"Hodges, AL",#N/A
257,Phil Campbell,US,AL,town,municipality,"Phil Campbell, AL",#N/A
258,Red Bay,US,AL,city,municipality,"Red Bay, AL",cityofredbay.org/
259,Russellville,US,AL,city,municipality,"Russellville, AL",russellvillegov.org/
260,Vina,US,AL,town,municipality,"Vina, AL",#N/A
261,Black,US,AL,town,municipality,"Black, AL",#N/A
262,Coffee Springs,US,AL,town,municipality,"Coffee Springs, AL",#N/A
263,Geneva,US,AL,city,municipality,"Geneva, AL",#N/A
264,Hartford,US,AL,city,municipality,"Hartford, AL",#N/A
265,Malvern,US,AL,town,municipality,"Malvern, AL",#N/A
266,Samson,US,AL,city,municipality,"Samson, AL",#N/A
267,Slocomb,US,AL,city,municipality,"Slocomb, AL",#N/A
268,Boligee,US,AL,town,municipality,"Boligee, AL",#N/A
269,Eutaw,US,AL,town,municipality,"Eutaw, AL",#N/A
270,Union,US,AL,town,municipality,"Union, AL",#N/A
271,Forkland,US,AL,town,municipality,"Forkland, AL",#N/A
272,Akron,US,AL,town,municipality,"Akron, AL",#N/A
273,Greensboro,US,AL,city,municipality,"Greensboro, AL",#N/A
274,Moundville,US,AL,town,municipality,"Moundville, AL",#N/A
275,Newbern,US,AL,town,municipality,"Newbern, AL",#N/A
276,Abbeville,US,AL,city,municipality,"Abbeville, AL",cityofabbeville.org/
277,Headland,US,AL,city,municipality,"Headland, AL",#N/A
278,Newville,US,AL,town,municipality,"Newville, AL",#N/A
279,Haleburg,US,AL,town,municipality,"Haleburg, AL",#N/A
280,Ashford,US,AL,town,municipality,"Ashford, AL",#N/A
281,Columbia,US,AL,town,municipality,"Columbia, AL",#N/A
282,Cottonwood,US,AL,town,municipality,"Cottonwood, AL",cottonwoodalabama.com/
283,Dothan,US,AL,city,municipality,"Dothan, AL",dothan.org/
284,Gordon,US,AL,town,municipality,"Gordon, AL",#N/A
285,Madrid,US,AL,town,municipality,"Madrid, AL",#N/A
286,Webb,US,AL,town,municipality,"Webb, AL",#N/A
287,Rehobeth,US,AL,town,municipality,"Rehobeth, AL",http://rehobethalabama.com/
288,Avon,US,AL,town,municipality,"Avon, AL",#N/A
289,Kinsey,US,AL,town,municipality,"Kinsey, AL",#N/A
290,Cowarts,US,AL,town,municipality,"Cowarts, AL",#N/A
291,Taylor,US,AL,town,municipality,"Taylor, AL",#N/A
292,Bridgeport,US,AL,city,municipality,"Bridgeport, AL",#N/A
293,Hollywood,US,AL,town,municipality,"Hollywood, AL",#N/A
294,Paint Rock,US,AL,town,municipality,"Paint Rock, AL",#N/A
295,Pisgah,US,AL,town,municipality,"Pisgah, AL",#N/A
296,Scottsboro,US,AL,city,municipality,"Scottsboro, AL",cityofscottsboro.org/
297,Section,US,AL,town,municipality,"Section, AL",#N/A
298,Stevenson,US,AL,city,municipality,"Stevenson, AL",#N/A
299,Woodville,US,AL,town,municipality,"Woodville, AL",#N/A
300,Hytop,US,AL,town,municipality,"Hytop, AL",#N/A
301,Pleasant Groves,US,AL,town,municipality,"Pleasant Groves, AL",#N/A
302,Skyline,US,AL,town,municipality,"Skyline, AL",#N/A
303,Langston,US,AL,town,municipality,"Langston, AL",#N/A
304,Dutton,US,AL,town,municipality,"Dutton, AL",#N/A
305,Adamsville,US,AL,city,municipality,"Adamsville, AL",#N/A
306,Bessemer,US,AL,city,municipality,"Bessemer, AL",bessemeral.org/
307,Birmingham,US,AL,city,municipality,"Birmingham, AL",BIRMINGHAMAL.GOV
308,Brighton,US,AL,city,municipality,"Brighton, AL",#N/A
309,Brookside,US,AL,town,municipality,"Brookside, AL",brooksidealabama.com
310,Cardiff,US,AL,town,municipality,"Cardiff, AL",#N/A
311,Fairfield,US,AL,city,municipality,"Fairfield, AL",#N/A
312,Fultondale,US,AL,city,municipality,"Fultondale, AL",fultondale.com/
313,Gardendale,US,AL,city,municipality,"Gardendale, AL",cityofgardendale.com/
314,Graysville,US,AL,city,municipality,"Graysville, AL",#N/A
315,Homewood,US,AL,city,municipality,"Homewood, AL",homewoodal.net/
316,Irondale,US,AL,city,municipality,"Irondale, AL",cityofirondale.org/
317,Kimberly,US,AL,city,municipality,"Kimberly, AL",kimberlyal.org/
318,Leeds,US,AL,city,municipality,"Leeds, AL",leedsalabama.com/
319,Lipscomb,US,AL,city,municipality,"Lipscomb, AL",#N/A
320,Midfield,US,AL,city,municipality,"Midfield, AL",#N/A
321,Morris,US,AL,town,municipality,"Morris, AL",#N/A
322,Mountain Brook,US,AL,city,municipality,"Mountain Brook, AL",mtnbrook.org/
323,Mulga,US,AL,town,municipality,"Mulga, AL",#N/A
324,North Johns,US,AL,town,municipality,"North Johns, AL",#N/A
325,Pleasant Grove,US,AL,city,municipality,"Pleasant Grove, AL",#N/A
326,Tarrant,US,AL,city,municipality,"Tarrant, AL",#N/A
327,Trafford,US,AL,town,municipality,"Trafford, AL",#N/A
328,Trussville,US,AL,city,municipality,"Trussville, AL",trussville.org/
329,Vestavia Hills,US,AL,city,municipality,"Vestavia Hills, AL",http://vhal.org/
330,Warrior,US,AL,city,municipality,"Warrior, AL",#N/A
331,Center Point,US,AL,city,municipality,"Center Point, AL",#N/A
332,Clay,US,AL,city,municipality,"Clay, AL",#N/A
333,Pinson,US,AL,city,municipality,"Pinson, AL",thecityofpinson.com/
334,County Line,US,AL,town,municipality,"County Line, AL",#N/A
335,Maytown,US,AL,town,municipality,"Maytown, AL",#N/A
336,Hueytown,US,AL,city,municipality,"Hueytown, AL",hueytown.org/
337,Sylvan Springs,US,AL,town,municipality,"Sylvan Springs, AL",#N/A
338,West Jefferson,US,AL,town,municipality,"West Jefferson, AL",#N/A
339,Hoover,US,AL,city,municipality,"Hoover, AL",HOOVERAL.GOV
340,Beaverton,US,AL,town,municipality,"Beaverton, AL",#N/A
341,Detroit,US,AL,town,municipality,"Detroit, AL",#N/A
342,Kennedy,US,AL,town,municipality,"Kennedy, AL",#N/A
343,Millport,US,AL,town,municipality,"Millport, AL",#N/A
344,Sulligent,US,AL,city,municipality,"Sulligent, AL",#N/A
345,Vernon,US,AL,city,municipality,"Vernon, AL",#N/A
346,Florence,US,AL,city,municipality,"Florence, AL",florenceal.org/
347,Rogersville,US,AL,town,municipality,"Rogersville, AL",rogersvillealabama.org/
348,Waterloo,US,AL,town,municipality,"Waterloo, AL",#N/A
349,Killen,US,AL,town,municipality,"Killen, AL",#N/A
350,Lexington,US,AL,town,municipality,"Lexington, AL",#N/A
351,St Florian,US,AL,town,municipality,"St Florian, AL",#N/A
352,Anderson,US,AL,town,municipality,"Anderson, AL",#N/A
353,Courtland,US,AL,town,municipality,"Courtland, AL",#N/A
354,Hillsboro,US,AL,town,municipality,"Hillsboro, AL",#N/A
355,Moulton,US,AL,city,municipality,"Moulton, AL",http://cityofmoultonal.com/
356,Town Creek,US,AL,town,municipality,"Town Creek, AL",#N/A
357,North Courtland,US,AL,town,municipality,"North Courtland, AL",#N/A
358,Auburn,US,AL,city,municipality,"Auburn, AL",auburnalabama.org/
359,Opelika,US,AL,city,municipality,"Opelika, AL",opelika.org/
360,Smiths Station,US,AL,city,municipality,"Smiths Station, AL",#N/A
361,Loachapoka,US,AL,town,municipality,"Loachapoka, AL",#N/A
362,Ardmore,US,AL,town,municipality,"Ardmore, AL",#N/A
363,Athens,US,AL,city,municipality,"Athens, AL",athensal.us
364,Elkmont,US,AL,town,municipality,"Elkmont, AL",#N/A
365,Mooresville,US,AL,town,municipality,"Mooresville, AL",#N/A
366,Lester,US,AL,town,municipality,"Lester, AL",#N/A
367,Fort Deposit,US,AL,town,municipality,"Fort Deposit, AL",#N/A
368,Gordonville,US,AL,town,municipality,"Gordonville, AL",#N/A
369,Mosses,US,AL,town,municipality,"Mosses, AL",#N/A
370,White Hall,US,AL,town,municipality,"White Hall, AL",#N/A
371,Lowndesboro,US,AL,town,municipality,"Lowndesboro, AL",#N/A
372,Hayneville,US,AL,town,municipality,"Hayneville, AL",#N/A
373,Notasulga,US,AL,town,municipality,"Notasulga, AL",#N/A
374,Tuskegee,US,AL,city,municipality,"Tuskegee, AL",TUSKEGEEALABAMA.GOV
375,Shorter,US,AL,town,municipality,"Shorter, AL",#N/A
376,Franklin,US,AL,town,municipality,"Franklin, AL",#N/A
377,Huntsville,US,AL,city,municipality,"Huntsville, AL",hsvcity.org/
378,Madison,US,AL,city,municipality,"Madison, AL",ci.madison.al.us/
379,New Hope,US,AL,city,municipality,"New Hope, AL",#N/A
380,Gurley,US,AL,town,municipality,"Gurley, AL",#N/A
381,Triana,US,AL,town,municipality,"Triana, AL",#N/A
382,Owens Cross Roads,US,AL,town,municipality,"Owens Cross Roads, AL",#N/A
383,Dayton,US,AL,town,municipality,"Dayton, AL",#N/A
384,Demopolis,US,AL,city,municipality,"Demopolis, AL",demopolisal.com/
385,Faunsdale,US,AL,town,municipality,"Faunsdale, AL",#N/A
386,Linden,US,AL,city,municipality,"Linden, AL",lindenalabama.net
387,Thomaston,US,AL,town,municipality,"Thomaston, AL",#N/A
388,Myrtlewood,US,AL,town,municipality,"Myrtlewood, AL",#N/A
389,Sweet Water,US,AL,town,municipality,"Sweet Water, AL",#N/A
390,Providence,US,AL,town,municipality,"Providence, AL",#N/A
391,Bear Creek,US,AL,town,municipality,"Bear Creek, AL",townofbearcreek.com
392,Brilliant,US,AL,town,municipality,"Brilliant, AL",#N/A
393,Guin,US,AL,city,municipality,"Guin, AL",#N/A
394,Hackleburg,US,AL,town,municipality,"Hackleburg, AL",#N/A
395,Hamilton,US,AL,city,municipality,"Hamilton, AL",cityofhamilton.org/
396,Winfield,US,AL,city,municipality,"Winfield, AL",winfieldcity.org
397,Twin,US,AL,town,municipality,"Twin, AL",#N/A
398,Gu Win,US,AL,town,municipality,"Gu Win, AL",#N/A
399,Albertville,US,AL,city,municipality,"Albertville, AL",cityofalbertville.com
400,Arab,US,AL,city,municipality,"Arab, AL",arabcity.org/
401,Boaz,US,AL,city,municipality,"Boaz, AL",cityofboaz.org/
402,Grant,US,AL,town,municipality,"Grant, AL",#N/A
403,Guntersville,US,AL,city,municipality,"Guntersville, AL",guntersvilleal.org/
404,Douglas,US,AL,town,municipality,"Douglas, AL",#N/A
405,Union Grove,US,AL,town,municipality,"Union Grove, AL",#N/A
406,Chickasaw,US,AL,city,municipality,"Chickasaw, AL",#N/A
407,Bayou La Batre,US,AL,city,municipality,"Bayou La Batre, AL",#N/A
408,Citronelle,US,AL,city,municipality,"Citronelle, AL",#N/A
409,Mobile,US,AL,city,municipality,"Mobile, AL",cityofmobile.org/
410,Prichard,US,AL,city,municipality,"Prichard, AL",#N/A
411,Semmes,US,AL,city,municipality,"Semmes, AL",#N/A
412,Dauphin Island,US,AL,town,municipality,"Dauphin Island, AL",#N/A
413,Saraland,US,AL,city,municipality,"Saraland, AL",saraland.org/
414,Satsuma,US,AL,city,municipality,"Satsuma, AL",cityofsatsuma.com/
415,Mt Vernon,US,AL,town,municipality,"Mt Vernon, AL",#N/A
416,Creola,US,AL,city,municipality,"Creola, AL",#N/A
417,Beatrice,US,AL,town,municipality,"Beatrice, AL",#N/A
418,Excel,US,AL,town,municipality,"Excel, AL",#N/A
419,Frisco City,US,AL,town,municipality,"Frisco City, AL",#N/A
420,Monroeville,US,AL,city,municipality,"Monroeville, AL",#N/A
421,Vredenburgh,US,AL,town,municipality,"Vredenburgh, AL",#N/A
422,Montgomery,US,AL,city,municipality,"Montgomery, AL",MONTGOMERYAL.GOV
423,Pike Road,US,AL,town,municipality,"Pike Road, AL",#N/A
424,Decatur,US,AL,city,municipality,"Decatur, AL",digitaldecatur.com/
425,Falkville,US,AL,town,municipality,"Falkville, AL",#N/A
426,Hartselle,US,AL,city,municipality,"Hartselle, AL",hartselle.org/
427,Somerville,US,AL,town,municipality,"Somerville, AL",#N/A
428,Trinity,US,AL,town,municipality,"Trinity, AL",TRINITYAL.GOV
429,Eva,US,AL,town,municipality,"Eva, AL",#N/A
430,Priceville,US,AL,town,municipality,"Priceville, AL",townofpriceville.com/
431,Marion,US,AL,city,municipality,"Marion, AL",#N/A
432,Uniontown,US,AL,town,municipality,"Uniontown, AL",uniontownal.org/
433,Aliceville,US,AL,city,municipality,"Aliceville, AL",#N/A
434,Carrollton,US,AL,town,municipality,"Carrollton, AL",http://carrolltonalabama.org/
435,Gordo,US,AL,town,municipality,"Gordo, AL",#N/A
436,Reform,US,AL,town,municipality,"Reform, AL",cityofreform.com/
437,Ethelsville,US,AL,town,municipality,"Ethelsville, AL",#N/A
438,Pickensville,US,AL,town,municipality,"Pickensville, AL",#N/A
439,Mcmullen,US,AL,town,municipality,"Mcmullen, AL",#N/A
440,Memphis,US,AL,town,municipality,"Memphis, AL",#N/A
441,Banks,US,AL,town,municipality,"Banks, AL",#N/A
442,Brundidge,US,AL,city,municipality,"Brundidge, AL",brundidge.org
443,Goshen,US,AL,town,municipality,"Goshen, AL",#N/A
444,Troy,US,AL,city,municipality,"Troy, AL",TROYAL.GOV
445,Roanoke,US,AL,city,municipality,"Roanoke, AL",http://roanokealabama.org/
446,Wadley,US,AL,town,municipality,"Wadley, AL",#N/A
447,Wedowee,US,AL,town,municipality,"Wedowee, AL",#N/A
448,Woodland,US,AL,town,municipality,"Woodland, AL",#N/A
449,Hurtsboro,US,AL,town,municipality,"Hurtsboro, AL",#N/A
450,Phenix,US,AL,city,municipality,"Phenix, AL",phenixcityal.us
451,Ashville,US,AL,city,municipality,"Ashville, AL",#N/A
452,Odenville,US,AL,town,municipality,"Odenville, AL",#N/A
453,Pell City,US,AL,city,municipality,"Pell City, AL",cityofpellcity.com/
454,Ragland,US,AL,town,municipality,"Ragland, AL",#N/A
455,Riverside,US,AL,town,municipality,"Riverside, AL",#N/A
456,Springville,US,AL,city,municipality,"Springville, AL",springvillealabama.org/
457,Steele,US,AL,town,municipality,"Steele, AL",#N/A
458,Argo,US,AL,town,municipality,"Argo, AL",#N/A
459,Margaret,US,AL,town,municipality,"Margaret, AL",#N/A
460,Moody,US,AL,city,municipality,"Moody, AL",MOODYALABAMA.GOV
461,Alabaster,US,AL,city,municipality,"Alabaster, AL",cityofalabaster.com/
462,Calera,US,AL,city,municipality,"Calera, AL",cityofcalera.org/
463,Columbiana,US,AL,city,municipality,"Columbiana, AL",cityofcolumbiana.com
464,Harpersville,US,AL,town,municipality,"Harpersville, AL",townofharpersville.com/
465,Helena,US,AL,city,municipality,"Helena, AL",cityofhelena.org/
466,Montevallo,US,AL,city,municipality,"Montevallo, AL",cityofmontevallo.com/
467,Vincent,US,AL,town,municipality,"Vincent, AL",#N/A
468,Wilsonville,US,AL,town,municipality,"Wilsonville, AL",#N/A
469,Wilton,US,AL,town,municipality,"Wilton, AL",#N/A
470,Westover,US,AL,town,municipality,"Westover, AL",#N/A
